Last Name;First Name;Team;Opponent;Home/Away;Formation;Position;Games Played;Minutes;Starts;SubOn;SubOff;YellowCards;YellowRedCards;RedCards;Goals;Assists;SecondaryAssists;Shots;ShotsOnGoal;Interceptions;Crosses;AccurateCrosses;ChancesCreated;Blocks;TotalTackles;TacklesWon;FoulsCommitted;FoulsSuffered;Passes;AttemptedPasses;AccurateCrosses-OpenPlay;AerialsWon;BigChancesCreated;BallRecoveries;Dribbles;DuelsWon;Touches;TouchesInBox;ShotsInsideBox;ShotsOutsideBox;ShotsOnGoalInsideBox;ShotsOnGoalOutsideBox;GoalsInsideBox;GoalsOutsideBox;Dispossessed;OwnGoals;PenaltyKicksTaken;PenaltyKickGoals;PenaltyKickMisses;PenaltyKicksSaved;CornersTaken;CornerCrosses;CornersWon;FreeKickCrosses;FreeKickAccurateCrosses;FreeKickShots;FreeKickShotsOnGoal;FreeKickGoals;GoalsConceded;CleanSheets;Saves;SavesFromShotsInsideBox;SavesFromShotsOutsideBox;AccurateKeeperSweeper;PenaltyConceded;PenaltiesFaced;PenaltySaves;Clearances;EffectiveClearances;Punches
Subotic;Neven;ETI;NTE;A;4231;DC;1;90;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;2;2;0;0;38;48;0;1;0;2;0;3;56;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;4;4;0
Subasic;Danijel;MON;REN;A;4411;GK;1;90;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;28;0;0;0;12;0;0;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6;2;4;0;0;0;0;1;1;0
Corgnet;Benjamin;STR;MET;H;41212;AMC;1;90;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;3;5;18;25;0;5;0;1;1;11;45;5;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
Ruffier;Stephane;ETI;NTE;A;4231;GK;1;90;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;41;0;0;0;8;0;0;51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;2;2;0;0;0;0;0;0;0
Germain;Valere;MAR;DIJ;A;4231;FW;1;90;1;0;0;0;0;0;1;1;0;2;1;0;0;0;2;0;0;0;0;0;17;24;0;3;1;1;0;3;35;2;2;0;1;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0
Dossevi;Matthieu;MET;STR;A;4231;AMR;1;90;1;0;0;0;0;0;0;1;0;1;1;0;2;1;3;1;0;0;2;4;18;22;1;0;1;9;5;9;53;4;1;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;1;0
Danze;Romain;REN;MON;H;4141;DR;1;90;1;0;0;0;0;0;0;0;0;1;0;2;7;2;1;0;1;1;2;0;40;47;2;3;0;1;0;4;86;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0
Rebocho;Pedro;GUI;BDX;H;4231;DL;1;90;1;0;0;0;0;0;0;0;0;0;0;1;7;1;1;0;2;2;2;1;22;28;1;2;0;8;0;5;57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;2;0
Ocampos;Lucas;MAR;DIJ;A;4231;AML;1;90;1;0;0;1;0;0;1;0;0;3;1;1;1;0;0;0;0;0;1;4;17;25;0;1;0;3;4;8;50;7;3;0;1;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Maignan;Mike;LIL;AMN;H;442;GK;1;90;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;23;0;0;0;9;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0
Glik;Kamil;MON;REN;A;4411;DC;1;90;1;0;0;0;0;0;0;0;0;1;0;2;0;0;0;1;1;0;2;3;45;52;0;1;0;3;0;5;67;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;6;6;0
Fabinho;;MON;REN;A;4411;MC;1;90;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;2;1;0;1;2;52;57;0;4;0;4;1;7;69;1;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0
M'Vila;Yann;ETI;NTE;A;4231;DMC;1;90;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;50;54;0;0;0;8;0;1;64;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;4;4;0
Lopes;Anthony;LYO;TOU;H;433;GK;1;90;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;32;0;0;0;13;0;0;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6;3;3;0;0;0;0;0;0;0
Kone;Bakary;STR;MET;H;41212;DC;1;90;1;0;0;0;0;0;0;0;0;0;0;4;0;0;1;0;0;0;2;3;28;35;0;4;0;4;0;6;48;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;5;5;0
Morel;Jeremy;LYO;TOU;H;433;DC;1;90;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;2;0;57;62;0;0;0;6;0;1;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;2;0
Tousart;Lucas;LYO;TOU;H;433;MC;1;90;1;0;0;1;0;0;0;0;0;0;0;2;0;0;0;1;4;3;1;0;36;41;0;0;0;7;0;4;51;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0
Prcic;Sanjin;REN;MON;H;4141;DMC;1;90;1;0;0;0;0;0;0;1;0;2;1;0;2;1;1;0;4;1;0;1;46;51;1;3;1;7;0;8;62;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Cissokho;Issa;AMN;LIL;A;4411;DR;1;90;1;0;0;1;0;0;0;0;0;0;0;3;2;1;1;0;0;0;1;1;27;36;1;0;0;5;0;1;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;2;0
Guilbert;Frederic;CAE;MTP;H;433;DR;1;90;1;0;0;1;0;0;0;0;0;0;0;3;3;0;0;0;7;4;4;2;34;43;0;4;0;13;0;13;86;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;5;5;0
Poundje;Maxime;BDX;GUI;A;433;DL;1;90;1;0;0;1;0;0;0;0;0;1;0;2;4;1;1;0;6;5;1;0;24;34;1;1;0;3;1;8;70;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;2;0
Vercoutre;Remy;CAE;MTP;H;433;GK;1;90;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;18;0;0;0;9;0;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;3;0;1;0;0;0;2;2;0
Bessat;Vincent;CAE;MTP;H;433;DL;1;90;1;0;0;0;0;0;0;0;0;1;1;1;4;0;0;0;1;1;1;0;33;46;0;0;0;4;0;1;72;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;2;2;0
Rodelin;Ronny;CAE;MTP;H;433;FWR;1;90;1;0;0;0;0;0;0;1;0;0;0;0;5;3;3;0;2;1;2;0;28;39;3;2;2;5;2;6;57;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
Sylla;Issiaga;TOU;LYO;A;4141;DL;1;90;1;0;0;0;0;0;0;0;0;0;0;4;3;0;0;0;2;2;1;0;30;37;0;2;0;8;1;5;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;3;3;0
Martinez;Pablo;STR;MET;H;41212;DC;1;90;1;0;0;1;0;0;0;0;0;3;0;2;0;0;0;1;2;2;1;3;24;33;0;4;0;6;0;9;50;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;5;5;0
Tatarusanu;Ciprian;NTE;ETI;H;4231;GK;1;90;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;18;25;0;0;0;8;0;1;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;4;4;0;1;0;0;0;0;0;0
Pallois;Nicolas;NTE;ETI;H;4231;DC;1;90;1;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;6;1;0;0;38;47;0;3;0;9;2;11;67;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;4;4;0
Sorbon;Jeremy;GUI;BDX;H;4231;DC;1;90;1;0;0;0;0;0;0;0;0;0;0;4;0;0;0;1;1;1;1;1;27;32;0;2;0;3;0;4;49;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;6;6;0
Kerbrat;Christophe;GUI;BDX;H;4231;DC;1;90;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;4;4;0;1;27;33;0;1;0;7;0;6;53;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;9;9;0
Briand;Jimmy;GUI;BDX;H;4231;FW;1;90;1;0;0;0;0;0;0;0;0;3;2;0;1;0;0;0;1;0;0;5;23;30;0;6;0;6;3;14;54;4;3;0;2;0;0;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0
Sidibe;Djibril;MON;REN;A;4411;DR;1;90;1;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;3;2;1;1;44;51;0;2;0;4;1;7;77;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0
Meite;Soualiho;BDX;GUI;A;433;MC;1;90;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1;0;1;2;42;54;0;0;0;15;2;5;75;1;0;1;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
Lecomte;Benjamin;MTP;CAE;A;3421;GK;1;90;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;23;37;0;1;0;10;0;1;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5;3;1;0;0;0;0;0;0;0
Lautoa;Wesley;DIJ;MAR;H;433;DC;1;90;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;1;2;1;25;35;0;3;0;4;0;7;50;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;0;8;8;0
Rolando;;MAR;DIJ;A;4231;DC;1;90;1;0;0;0;0;0;0;0;0;1;0;3;0;0;0;1;1;1;0;1;38;45;0;8;0;6;0;9;59;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;5;5;0
Sarr;Bouna;MAR;DIJ;A;4231;DR;1;90;1;0;0;1;0;0;0;0;0;0;0;2;0;0;1;0;3;3;1;1;45;52;0;2;0;10;5;11;85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;2;0
Zambo Anguissa;Andre;MAR;DIJ;A;4231;DMC;1;90;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;3;3;3;1;50;52;0;1;0;11;4;9;69;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0
Ndoram;Kevin;MON;REN;A;4411;MC;1;90;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;2;0;3;4;48;53;0;1;0;4;0;7;64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0
Congre;Daniel;MTP;CAE;A;3421;DC;1;90;1;0;0;0;0;0;0;0;0;1;0;2;0;0;0;1;0;0;0;3;42;47;0;4;0;6;0;7;62;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;5;5;0
Hilton;Vitorino;MTP;CAE;A;3421;DC;1;90;1;0;0;0;0;0;0;0;0;2;1;3;0;0;0;0;0;0;1;2;23;32;0;2;0;7;0;4;44;2;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;3;0
Roussillon;Jerome;MTP;CAE;A;3421;ML;1;90;1;0;0;0;0;0;0;0;1;0;0;3;0;0;0;0;4;2;1;0;39;46;0;0;0;6;0;4;75;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;4;4;0
Deplagne;Mathieu;TRO;NIC;H;4141;DR;1;90;1;0;0;1;0;0;0;0;0;0;0;0;3;0;0;1;2;1;1;0;42;48;0;2;0;6;1;5;69;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;2;0
Lasne;Paul;MTP;CAE;A;3421;MC;1;90;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;4;2;0;3;53;61;0;1;0;5;1;9;79;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;2;0
Sabaly;Youssouf;BDX;GUI;A;433;DR;1;90;1;0;0;0;0;0;0;0;0;0;0;2;6;2;0;1;3;3;2;0;41;51;2;3;0;8;4;10;91;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;2;0
Dubois;Leo;NTE;ETI;H;4231;DR;1;90;1;0;0;0;0;0;0;0;0;1;1;0;16;3;2;1;2;2;1;0;42;54;3;2;1;6;2;6;93;0;0;1;0;1;0;0;2;0;0;0;0;0;3;3;0;2;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
Rongier;Valentin;NTE;ETI;H;4231;AMC;1;90;1;0;0;1;0;0;0;0;0;2;1;0;2;0;0;0;1;0;3;2;64;71;0;0;0;9;2;5;86;0;0;2;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
Sala;Emiliano;NTE;ETI;H;4231;FW;1;90;1;0;0;0;0;0;0;0;0;5;1;0;1;1;3;0;0;0;2;2;17;25;1;3;0;0;2;7;40;5;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
Niane;Adama;TRO;NIC;H;4141;FW;1;90;1;0;0;0;0;0;0;0;0;4;0;0;1;0;1;0;1;1;1;1;15;21;0;1;0;4;1;4;34;4;2;2;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
Baysse;Paul;BDX;GUI;A;433;DC;1;90;1;0;0;0;0;0;0;0;0;1;0;2;0;0;0;1;0;0;1;1;48;55;0;8;0;8;0;9;75;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;13;13;0
Le Marchand;Maxime;NIC;TRO;A;433;DL;1;90;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;3;2;1;1;57;59;0;2;0;6;1;7;77;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0
Plea;Alassane;NIC;TRO;A;433;FWL;1;90;1;0;0;0;0;0;2;0;0;7;5;2;0;0;1;0;0;0;0;1;30;37;0;0;1;8;5;6;64;8;4;3;3;2;1;1;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0
Costil;Benoit;BDX;GUI;A;433;GK;1;90;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;36;0;0;0;9;0;0;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;4;3;1;0;0;0;0;0;0;0
Baal;Ludovic;REN;MON;H;4141;DL;1;90;1;0;0;0;0;0;0;0;0;0;0;1;1;0;1;2;1;1;0;2;39;50;0;6;0;8;1;10;76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;2;0
Andre;Benjamin;REN;MON;H;4141;MC;1;90;1;0;0;0;0;0;0;0;0;3;1;0;1;1;0;0;1;1;7;2;60;68;1;7;0;11;2;12;87;3;2;1;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;2;0
Djiku;Alexander;CAE;MTP;H;433;DC;1;90;1;0;0;0;0;0;0;0;0;1;0;5;0;0;0;0;3;2;2;2;56;64;0;2;0;9;0;7;89;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;6;6;0
Cahuzac;Yannick;TOU;LYO;A;4141;DMC;1;90;1;0;0;1;0;0;0;0;0;0;0;4;0;0;0;2;4;2;1;0;28;34;0;0;0;3;0;4;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;2;0
Traore;Charles;TRO;NIC;H;4141;DL;1;90;1;0;0;0;0;0;0;0;0;1;0;1;4;1;0;0;1;0;1;1;27;33;1;0;0;5;0;2;52;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;1;0
Darbion;Stephane;TRO;NIC;H;4141;ML;1;90;1;0;0;0;0;0;0;0;0;1;0;0;9;4;1;0;1;1;0;0;25;30;3;0;0;8;4;5;54;2;1;0;0;0;0;0;2;0;0;0;0;0;1;1;1;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
Azamoum;Karim;TRO;NIC;H;4141;MC;1;90;1;0;0;0;0;0;0;0;0;2;1;1;0;0;0;2;1;1;4;0;26;30;0;0;0;4;0;1;40;4;1;1;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;1;1;0;2;0;0;0;0;0;0;0;0;0;0;0
Lafont;Alban;TOU;LYO;A;4141;GK;1;90;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;32;0;0;0;6;0;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;3;3;0;0;0;1;0;1;1;0
Didot;Etienne;GUI;BDX;H;4231;DMC;1;90;1;0;0;1;0;0;0;0;0;0;0;0;1;1;1;1;3;2;2;2;48;58;1;2;0;9;0;7;73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0
Perrin;Loic;ETI;NTE;A;4231;DC;1;90;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;2;3;44;46;0;0;0;6;1;4;57;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;3;0
Malcuit;Kevin;LIL;AMN;H;442;DR;1;90;1;0;0;0;0;0;0;0;0;0;0;1;7;3;2;0;2;2;1;1;68;83;3;0;0;12;5;8;119;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Cohade;Renaud;MET;STR;A;4231;DMC;1;90;1;0;0;0;0;0;0;0;0;0;0;1;1;0;2;1;6;3;0;1;35;44;0;6;0;4;0;13;65;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;2;2;0
Bamba;Jonathan;ETI;NTE;A;4231;AMR;1;90;1;0;0;0;0;0;0;1;0;1;1;2;2;0;2;0;1;1;1;1;31;40;0;2;1;6;4;8;72;6;1;0;1;0;0;0;3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Krhin;Rene;NTE;ETI;H;4231;DMC;1;90;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;2;2;0;1;45;49;0;4;0;4;2;9;59;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
