Last Name;First Name;Team;Opponent;Home/Away;Formation;Position;Games Played;Minutes;Starts;SubOn;SubOff;YellowCards;YellowRedCards;RedCards;Goals;Assists;SecondaryAssists;Shots;ShotsOnGoal;Interceptions;Crosses;AccurateCrosses;ChancesCreated;Blocks;TotalTackles;TacklesWon;FoulsCommitted;FoulsSuffered;Passes;AttemptedPasses;AccurateCrosses-OpenPlay;AerialsWon;BigChancesCreated;BallRecoveries;Dribbles;DuelsWon;Touches;TouchesInBox;ShotsInsideBox;ShotsOutsideBox;ShotsOnGoalInsideBox;ShotsOnGoalOutsideBox;GoalsInsideBox;GoalsOutsideBox;Dispossessed;OwnGoals;PenaltyKicksTaken;PenaltyKickGoals;PenaltyKickMisses;PenaltyKicksSaved;CornersTaken;CornerCrosses;CornersWon;FreeKickCrosses;FreeKickAccurateCrosses;FreeKickShots;FreeKickShotsOnGoal;FreeKickGoals;GoalsConceded;CleanSheets;Saves;SavesFromShotsInsideBox;SavesFromShotsOutsideBox;AccurateKeeperSweeper;PenaltyConceded;PenaltiesFaced;PenaltySaves;Clearances;EffectiveClearances;Punches
Cavani;Edinson;PSG;STR;H;433;FW;1;90;1;0;0;0;0;0;2;0;0;5;4;0;0;0;3;0;0;0;1;0;17;19;0;0;1;1;0;0;30;10;4;1;4;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;2;0
Foulquier ;Dimitri;STR;PSG;A;451;DR;1;90;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;3;2;3;0;20;28;0;0;0;9;2;5;45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;5;0;0;0;0;0;0;0;0;4;4;0
Dante;;NIC;NTE;H;433;DC;1;90;1;0;0;0;0;0;1;0;0;2;2;2;0;0;0;0;1;0;1;0;79;87;0;2;0;5;2;5;100;3;2;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;3;0
Roux;Nolan;MET;TRO;A;442;ML;1;90;1;0;0;0;0;0;0;0;0;1;1;0;0;0;2;0;0;0;1;2;13;24;0;4;1;3;0;6;34;3;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;2;0
Subotic;Neven;ETI;ANG;A;4231;DC;1;90;1;0;0;0;0;0;0;0;0;2;1;1;0;0;0;2;2;1;1;0;59;70;0;6;0;11;1;9;87;2;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;9;9;0
Subasic;Danijel;MON;DIJ;H;4231;GK;1;90;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;23;0;0;0;8;0;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;1;3;0;0;0;0;0;0;0
Traore;Bertrand;LYO;LIL;A;433;FWR;1;90;1;0;0;0;0;0;2;0;0;4;2;1;1;0;1;0;2;0;0;1;26;33;0;1;0;3;2;6;52;4;2;2;2;0;2;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
Ruffier;Stephane;ETI;ANG;A;4231;GK;1;90;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;26;0;0;0;4;0;0;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;3;1;0;0;0;0;0;0;0
Kurzawa;Layvin;PSG;STR;H;433;DL;1;90;1;0;0;0;0;0;0;0;0;2;0;2;0;0;2;0;2;2;0;0;34;37;0;1;1;3;0;3;52;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;5;5;0
Oniangue;Prince;ANG;ETI;H;4141;MC;1;90;1;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;1;1;0;3;23;30;0;5;0;4;1;9;44;2;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Diomande;Ismael Tiemoko;CAE;REN;H;352;DC;1;90;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;2;2;1;0;39;50;0;1;0;8;0;3;61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;4;4;0
Depay;Memphis;LYO;LIL;A;433;FWL;1;90;1;0;0;0;0;0;0;0;0;3;2;0;7;2;2;0;1;1;1;3;49;50;1;0;1;5;4;8;78;3;1;2;1;1;0;0;2;0;0;0;0;0;3;2;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
Danze;Romain;REN;CAE;A;433;DR;1;90;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;29;42;0;2;0;4;0;2;67;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;13;13;0
Fabinho;;MON;DIJ;H;4231;DMC;1;90;1;0;0;0;0;0;1;0;0;2;1;2;0;0;0;0;2;2;1;2;34;37;0;0;0;5;0;4;51;2;2;0;1;0;1;0;1;0;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;2;0
Maignan;Mike;LIL;LYO;H;433;GK;1;90;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;44;0;0;0;8;2;2;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;3;2;1;1;0;0;0;0;0;0
Glik;Kamil;MON;DIJ;H;4231;DC;1;90;1;0;0;1;0;0;1;0;0;1;1;3;0;0;0;0;1;1;2;1;31;43;0;4;0;5;0;5;59;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;9;9;0
Kimpembe;Presnel;PSG;STR;H;433;DC;1;90;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;68;70;0;0;0;7;1;1;77;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;1;0
Tabanou;Franck;GUI;MTP;A;4231;DL;1;90;1;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;1;2;31;41;0;1;0;4;2;5;73;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;5;5;0
Amavi;Jordan;MAR;BDX;H;4231;DL;1;90;1;0;0;0;0;0;0;0;0;1;1;5;3;1;0;0;1;1;2;1;25;30;1;1;0;8;1;4;60;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;2;0
M'Vila;Yann;ETI;ANG;A;4231;DMC;1;90;1;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;3;3;1;0;91;104;0;2;0;6;0;5;121;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;8;8;0
Djilobodji;Papy;DIJ;MON;A;433;DC;1;90;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;3;2;1;0;43;55;0;0;0;8;0;3;68;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;2;2;0
Kone;Bakary;STR;PSG;A;451;DC;1;90;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;1;0;14;16;0;0;0;2;0;2;26;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;4;4;0
Morel;Jeremy;LYO;LIL;A;433;DC;1;90;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;2;2;0;0;72;81;0;1;0;4;0;3;87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;2;0
Diakhaby;Mouctar;LYO;LIL;A;433;DC;1;90;1;0;0;1;0;0;0;0;0;1;0;2;0;0;0;1;0;0;2;1;75;84;0;4;0;10;0;5;97;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;6;6;0
Lopes;Anthony;LYO;LIL;A;433;GK;1;90;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;27;0;1;0;8;0;1;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;3;2;1;0;0;0;0;0;0;0
Tousart;Lucas;LYO;LIL;A;433;MC;1;90;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;2;1;0;37;42;0;2;0;8;3;7;56;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;1;0
Tatarusanu;Ciprian;NTE;NIC;A;4231;GK;1;90;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;8;19;0;4;0;7;0;4;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;3;0;0;0;0;0;5;5;3
Butelle;Ludovic;ANG;ETI;H;4141;GK;1;90;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;30;0;1;0;13;0;1;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;2;0;0;0;0;0;0;0;0
Traore;Ismael;ANG;ETI;H;4141;DC;1;90;1;0;0;0;0;0;0;0;0;1;1;2;1;0;0;0;1;1;0;0;19;20;0;0;0;4;0;1;29;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;2;0
Andreu;Yoann;ANG;ETI;H;4141;DL;1;90;1;0;0;0;0;0;0;0;0;0;0;3;4;1;1;0;2;1;2;1;23;35;1;2;0;4;0;5;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;2;0
Prcic;Sanjin;REN;CAE;A;433;MC;1;90;1;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;1;1;0;0;34;45;0;1;0;13;0;2;51;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;1;0
Cissokho;Issa;AMN;TOU;H;4231;DR;1;90;1;0;0;0;0;0;0;0;0;0;0;2;3;2;3;0;4;3;1;0;28;41;2;1;0;8;0;5;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;5;5;0
Mangani;Thomas;ANG;ETI;H;4141;MC;1;90;1;0;0;0;0;0;0;0;0;1;0;0;9;4;6;2;0;0;2;1;32;48;0;1;0;5;1;3;72;4;0;1;0;0;0;0;2;0;0;0;0;0;6;6;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1;0
Pablo;;BDX;MAR;A;433;DC;1;90;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;1;1;0;27;35;0;4;0;4;0;5;52;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;7;7;0
Pallois;Nicolas;NTE;NIC;A;4231;DC;1;90;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;19;28;0;1;0;3;1;2;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;5;5;0
Yambere;Cedric;DIJ;MON;A;433;DC;1;90;1;0;0;1;0;0;0;0;0;1;1;1;0;0;0;2;0;0;2;1;43;56;0;1;0;6;0;2;61;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;4;0;0;0;0;0;1;0;0;0;0;0
Guilbert;Frederic;CAE;REN;H;352;MR;1;90;1;0;0;0;0;0;0;0;0;2;0;2;13;3;0;0;7;6;0;0;30;36;3;2;0;3;2;11;83;4;1;1;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;1;0
Manceau;Vincent;ANG;ETI;H;4141;DR;1;90;1;0;0;0;0;0;0;0;0;1;0;2;1;1;1;0;5;2;3;2;19;29;1;0;0;6;0;7;67;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;2;0
Laborde;Gaetan;BDX;MAR;A;433;FW;1;90;1;0;0;0;0;0;0;0;0;3;1;0;0;0;0;1;2;2;2;0;11;20;0;8;0;7;2;12;41;6;3;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;2;0
Vercoutre;Remy;CAE;REN;H;352;GK;1;90;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;21;27;0;0;0;10;0;1;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;3;1;2;0;0;0;0;0;0;0
Da Silva;Damien;CAE;REN;H;352;DC;1;90;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;1;2;2;0;2;53;61;0;1;0;13;0;5;77;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;7;7;0
Feret;Julien;CAE;REN;H;352;MC;1;90;1;0;0;0;0;0;0;1;0;1;0;1;8;4;3;0;1;1;0;1;58;68;0;2;0;5;0;4;91;1;0;1;0;0;0;0;3;0;0;0;0;0;5;5;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;1;0
Rodelin;Ronny;CAE;REN;H;352;FW;1;90;1;0;0;0;0;0;0;0;0;6;1;1;2;0;2;0;0;0;0;0;29;38;0;9;1;4;2;11;56;10;6;0;1;0;0;0;0;0;1;0;1;0;0;0;3;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;2;0
Sylla;Issiaga;TOU;AMN;A;433;DL;1;90;1;0;0;0;0;0;0;0;0;1;0;2;6;1;2;0;4;4;3;0;23;36;1;5;0;9;0;9;77;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;3;0
Martinez;Pablo;STR;PSG;A;451;DC;1;90;1;0;0;0;0;0;0;0;0;1;0;2;0;0;0;3;1;1;0;1;21;22;0;0;0;1;0;2;35;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;4;4;0
Kerbrat;Christophe;GUI;MTP;A;4231;DC;1;90;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;1;1;0;0;29;37;0;2;0;5;0;3;50;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;6;6;0
Briand;Jimmy;GUI;MTP;A;4231;AML;1;90;1;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;1;0;29;38;0;2;0;9;0;2;52;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;2;0
Sidibe;Djibril;MON;DIJ;H;4231;DR;1;90;1;0;0;0;0;0;0;1;0;1;0;3;1;1;6;0;4;3;1;0;48;55;1;2;1;15;1;7;83;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;2;0
Amadou;Ibrahim;LIL;LYO;H;433;MC;1;90;1;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;2;1;0;1;55;63;0;1;0;7;0;4;74;2;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;2;0
Meite;Soualiho;BDX;MAR;A;433;MC;1;90;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;2;2;26;32;0;2;0;4;0;4;43;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Lecomte;Benjamin;MTP;GUI;H;343;GK;1;90;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;24;0;1;0;13;0;1;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
Bellugou;Francois;TRO;MET;H;4231;DMC;1;90;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;2;2;0;0;25;41;0;6;0;9;0;8;54;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;3;0
Pele;Yohann;MAR;BDX;H;4231;GK;1;90;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12;20;0;1;0;7;0;2;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0
Rolando;;MAR;BDX;H;4231;DC;1;90;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;57;64;0;0;0;7;0;0;67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;2;0
Zambo Anguissa;Andre;MAR;BDX;H;4231;DMC;1;90;1;0;0;1;0;0;0;0;0;1;1;1;0;0;1;0;9;3;3;1;80;89;0;5;0;15;2;16;115;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0
Sakai;Hiroki;MAR;BDX;H;4231;DR;1;90;1;0;0;0;0;0;0;0;0;0;0;2;2;0;1;0;6;5;0;1;51;62;0;2;0;5;0;9;89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;3;0
Pavlovic;Mateo;ANG;ETI;H;4141;DC;1;90;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;20;33;0;7;0;6;0;7;43;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;5;5;0
Congre;Daniel;MTP;GUI;H;343;DC;1;90;1;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;2;33;44;1;4;0;3;0;6;59;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;2;0
Hilton;Vitorino;MTP;GUI;H;343;DC;1;90;1;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1;1;1;2;49;56;0;4;0;16;0;7;74;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;4;4;0
Bensebaini;Ramy;REN;CAE;A;433;DL;1;90;1;0;0;0;0;0;0;1;0;0;0;3;3;1;1;2;3;2;2;1;31;42;1;2;1;8;1;7;80;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;2;0;0;9;9;0
Deplagne;Mathieu;TRO;MET;H;4231;DR;1;90;1;0;0;0;0;0;0;1;0;0;0;1;1;1;1;0;2;2;0;2;19;25;1;4;1;5;1;9;49;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;5;5;0
Skhiri;Ellyes;MTP;GUI;H;343;MC;1;90;1;0;0;0;0;0;0;0;0;2;0;2;1;0;1;0;0;0;0;1;60;65;0;1;1;6;0;2;78;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Lasne;Paul;MTP;GUI;H;343;ML;1;90;1;0;0;1;0;0;0;0;0;4;2;2;5;1;0;0;1;1;1;1;52;60;1;1;0;5;2;5;84;1;1;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Sanson;Morgan;MAR;BDX;H;4231;AMC;1;90;1;0;0;0;0;0;0;0;0;3;2;2;4;1;1;0;5;5;3;3;36;44;1;1;0;8;2;11;80;2;1;2;1;1;0;0;5;0;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Sabaly;Youssouf;BDX;MAR;A;433;DR;1;90;1;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;2;2;1;4;22;30;0;1;0;5;2;9;64;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;3;0
Dubois;Leo;NTE;NIC;A;4231;DR;1;90;1;0;0;0;0;0;0;0;0;0;0;4;5;2;3;0;0;0;4;2;21;29;1;1;0;7;0;3;55;0;0;0;0;0;0;0;3;0;0;0;0;0;3;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0
Djidji;Koffi;NTE;NIC;A;4231;DC;1;90;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;18;23;0;0;0;2;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;4;4;0
