IDRECHERCHE;JOURNEE;GamesPlayed;Minutes;Starts;SubOn;SubOff;YellowCards;YellowRedCards;RedCards;Goals;Assists;SecondaryAssists;Shots;ShotsOnGoal;Interceptions;Crosses;AccurateCrosses;ChancesCreated;Blocks;TotalTackles;TacklesWon;FoulsCommitted;FoulsSuffered;Passes;AttemptedPasses;AccurateCrosses-OpenPlay;AerialsWon;BigChancesCreated;BallRecoveries;Dribbles;DuelsWon;Touches;TouchesInBox;ShotsInsideBox;ShotsOutsideBox;ShotsOnGoalInsideBox;ShotsOnGoalOutsideBox;GoalsInsideBox;GoalsOutsideBox;Dispossessed;OwnGoals;PenaltyKicksTaken;PenaltyKickGoals;PenaltyKickMisses;PenaltyKicksSaved;CornersTaken;CornerCrosses;CornersWon;FreeKickCrosses;FreeKickAccurateCrosses;FreeKickShots;FreeKickShotsOnGoal;FreeKickGoals;GoalsConceded;CleanSheets;Saves;SavesFromShotsInsideBox;SavesFromShotsOutsideBox;AccurateKeeperSweeper;PenaltyConceded;PenaltiesFaced;PenaltySaves;Clearances;EffectiveClearances;Punches;6ButPrisSansPenal;5ButPrisSansPenal;4ButPrisSansPenal;3ButPrisSansPenal;2ButPrisSansPenal;1ButPrisSansPenal;CRouge60;CRouge75;CRouge80;CRouge85;CentreRate;Clean60;Clean60D;Ecart-5;Ecart-4;Ecart-3;Ecart-2;Ecart+2;Ecart+3;Ecart+4;GrossOccazRate;MalusDefaite;15PassOK30;15PassOK40;15PassOK50;15PassOK90;15PassOK95;15PassOK100;25PassOK30;25PassOK40;25PassOK50;25PassOK90;25PassOK95;25PassOK100;TackleLost;TirPasCadre;80BallonsTouch;90BallonsTouch;100BallonsTouch;BonusVict;CoupFrancRate
ToulalanJeremyBDX;201710;1;90;1;0;0;0;0;0;0;0;0;0;0;4;1;0;0;1;0;0;1;1;46;61;0;0;0;8;0;1;76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;5;5;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
KawashimaEijiMET;201710;1;90;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;23;0;0;0;11;0;0;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;4;2;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
KakutaGaelAMN;201710;1;90;1;0;0;1;0;0;0;0;0;1;1;1;9;5;4;0;4;1;2;2;23;37;0;1;1;10;2;9;71;0;0;1;0;1;0;0;4;0;0;0;0;0;4;4;0;4;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;3;0;0;0;0;1;0
VerrattiMarcoPSG;201710;1;90;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;3;1;1;3;88;96;1;0;0;8;5;11;118;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;2;0;0;0;1;0;0
MarquinhosPSG;201710;1;90;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;2;0;0;1;2;64;67;0;5;0;7;0;6;80;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;7;7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;0;0;0;0
Luiz_GustavoMAR;201710;1;90;1;0;0;0;0;0;1;0;0;1;1;2;0;0;0;0;3;1;2;3;24;27;0;1;0;9;1;8;39;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
CabellaRemyETI;201710;1;90;1;0;0;0;0;0;0;0;0;5;2;0;3;1;1;0;0;0;1;1;49;63;1;0;0;5;5;6;88;5;3;2;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;3;1;0;0;0;0
MarceloLYO;201710;1;90;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;1;0;0;57;65;0;2;0;3;0;3;78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;7;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
Theophile-CatherineKevinETI;201710;1;90;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;1;40;48;1;2;0;4;1;3;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
HamoumaRomainETI;201710;1;90;1;0;0;1;0;0;0;0;0;5;2;0;6;2;2;0;0;0;2;3;18;23;0;0;0;1;1;4;47;9;3;2;2;0;0;0;4;0;0;0;0;0;2;2;1;2;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4;0;0;0;0;0;0;0;0;0;2;1;0;0;0;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;2
DanteNIC;201710;1;90;1;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;1;1;0;0;71;76;0;1;0;13;0;2;81;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0
SubasicDanijelMON;201710;1;90;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;23;0;0;0;7;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
JalletChristopheNIC;201710;1;90;1;0;0;0;0;0;0;0;0;0;0;2;2;0;1;0;1;1;0;0;73;83;0;1;0;5;0;2;103;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0
RuffierStephaneETI;201710;1;90;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;17;0;0;0;1;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
KurzawaLayvinPSG;201710;1;90;1;0;0;0;0;0;0;0;0;1;0;2;1;1;1;0;2;2;5;1;44;51;1;1;0;3;1;5;75;6;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
DepayMemphisLYO;201710;1;90;1;0;0;0;0;0;3;0;0;5;5;0;3;1;3;0;1;1;2;1;43;50;0;0;0;6;2;4;73;7;5;0;5;0;3;0;4;0;1;1;0;0;2;2;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;1;2;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
DosseviMatthieuMET;201710;1;90;1;0;0;0;0;0;0;1;0;0;0;3;14;4;4;0;1;1;1;2;29;34;3;0;2;5;1;4;67;3;0;0;0;0;0;0;5;0;0;0;0;0;2;2;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
FabinhoMON;201710;1;90;1;0;0;1;0;0;0;0;0;1;0;2;1;0;1;0;3;1;2;2;35;43;0;1;1;12;5;11;64;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;2;1;0;0;0;1;0
OcamposLucasMAR;201710;1;90;1;0;0;1;0;0;0;0;0;1;0;4;1;0;0;0;1;1;2;1;17;22;0;3;0;7;1;6;41;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
MaignanMikeLIL;201710;1;90;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;29;0;0;0;10;0;0;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5;1;4;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
RabiotAdrienPSG;201710;1;90;1;0;0;0;0;0;0;1;0;0;0;1;1;1;2;1;3;2;1;1;63;73;1;0;0;5;2;6;89;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0
GlikKamilMON;201710;1;90;1;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1;1;0;0;15;26;0;2;0;3;0;3;37;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
AvelarDanilo_FernandoAMN;201710;1;90;1;0;0;0;0;0;0;0;0;1;0;2;0;0;1;1;5;3;0;1;26;36;0;3;0;11;0;9;60;3;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;2;1;0;0;0;1;0
TabanouFranckGUI;201710;1;90;1;0;0;0;0;0;0;0;0;1;0;3;4;1;0;0;0;0;0;1;37;50;1;3;0;9;2;6;82;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0
AmaviJordanMAR;201710;1;90;1;0;0;0;0;0;0;0;0;0;0;3;1;0;0;1;4;2;1;0;20;23;0;0;0;4;0;4;47;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
DjilobodjiPapyDIJ;201710;1;90;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;2;0;0;1;1;38;44;0;7;0;4;0;7;61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;11;11;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
LopesAnthonyLYO;201710;1;90;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;19;21;0;0;0;8;0;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0
KoneBakarySTR;201710;1;90;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;27;0;1;0;4;0;1;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
MorelJeremyLYO;201710;1;90;1;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;1;1;1;1;57;64;0;4;0;2;0;6;74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
ImbulaGiannelliTOU;201710;1;90;1;0;0;1;0;0;0;0;0;1;0;0;2;1;0;0;2;1;0;1;48;55;0;0;0;5;2;5;69;0;0;1;0;0;0;0;3;0;0;0;0;0;2;2;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;1;0;0;0;1;1
CissokhoIssaAMN;201710;1;90;1;0;0;0;0;0;0;0;0;0;0;5;2;1;0;1;3;1;1;0;19;25;1;2;0;2;0;5;49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0
TatarusanuCiprianNTE;201710;1;90;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;20;0;0;0;12;0;0;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;1;2;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
TraoreIsmaelANG;201710;1;90;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;1;32;38;0;1;0;6;0;5;47;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0
AndreuYoannANG;201710;1;90;1;0;0;1;0;0;0;0;0;0;0;1;4;2;1;0;4;2;2;2;32;43;2;1;0;5;0;7;80;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;5;5;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;2;0;1;0;0;0;0
ThomasRomainANG;201710;1;90;1;0;0;0;0;0;0;0;0;2;1;1;0;0;1;0;1;0;1;2;33;44;0;3;0;4;0;6;62;2;2;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;8;8;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0
ManganiThomasANG;201710;1;90;1;0;0;0;0;0;0;0;0;2;1;1;7;1;2;0;4;2;2;1;36;59;1;3;1;9;1;9;80;2;1;1;0;1;0;0;3;0;0;0;0;0;3;2;2;2;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;2;1;1;0;0;0;0
Razzagui_CamaraAbdoulGUI;201710;1;90;1;0;0;0;0;0;1;0;0;4;3;1;4;0;1;0;0;0;0;0;24;30;0;0;0;4;0;0;48;7;2;2;1;2;1;0;2;0;0;0;0;0;1;1;1;0;0;1;1;0;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
NgossoGuyAMN;201710;1;90;1;0;0;0;0;0;1;0;0;2;1;2;0;0;1;0;2;1;1;3;32;37;0;1;0;9;1;7;62;2;1;1;1;0;1;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;7;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;1;0;0;0;1;0
ManceauVincentANG;201710;1;90;1;0;0;0;0;0;0;0;0;1;0;0;4;2;1;0;2;2;1;1;39;46;2;1;0;7;1;5;78;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;7;7;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
GuilbertFredericCAE;201710;1;90;1;0;0;1;0;0;0;0;0;0;0;0;3;1;0;0;2;1;2;2;18;25;1;2;0;10;0;6;55;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
CrivelliEnzoANG;201710;1;90;1;0;0;1;0;0;0;0;0;1;0;0;2;0;2;0;0;0;2;4;14;22;0;7;0;0;1;11;39;4;1;0;0;0;0;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
VercoutreRemyCAE;201710;1;90;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;13;30;0;0;0;8;0;0;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;4;2;2;1;0;1;0;2;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Da_SilvaDamienCAE;201710;1;90;1;0;0;0;0;0;0;0;0;0;0;3;0;0;1;2;1;1;2;2;41;47;0;1;0;13;0;3;63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;6;6;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
RodelinRonnyCAE;201710;1;90;1;0;0;0;0;0;0;0;0;1;0;2;3;1;2;0;3;3;0;1;21;27;1;4;0;2;1;9;48;3;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
