IDRECHERCHE;JOURNEE;GamesPlayed;Minutes;Starts;SubOn;SubOff;YellowCards;YellowRedCards;RedCards;Goals;Assists;SecondaryAssists;Shots;ShotsOnGoal;Interceptions;Crosses;AccurateCrosses;ChancesCreated;Blocks;TotalTackles;TacklesWon;FoulsCommitted;FoulsSuffered;Passes;AttemptedPasses;AccurateCrosses-OpenPlay;AerialsWon;BigChancesCreated;BallRecoveries;Dribbles;DuelsWon;Touches;TouchesInBox;ShotsInsideBox;ShotsOutsideBox;ShotsOnGoalInsideBox;ShotsOnGoalOutsideBox;GoalsInsideBox;GoalsOutsideBox;Dispossessed;OwnGoals;PenaltyKicksTaken;PenaltyKickGoals;PenaltyKickMisses;PenaltyKicksSaved;CornersTaken;CornerCrosses;CornersWon;FreeKickCrosses;FreeKickAccurateCrosses;FreeKickShots;FreeKickShotsOnGoal;FreeKickGoals;GoalsConceded;CleanSheets;Saves;SavesFromShotsInsideBox;SavesFromShotsOutsideBox;AccurateKeeperSweeper;PenaltyConceded;PenaltiesFaced;PenaltySaves;Clearances;EffectiveClearances;Punches;6ButPrisSansPenal;5ButPrisSansPenal;4ButPrisSansPenal;3ButPrisSansPenal;2ButPrisSansPenal;1ButPrisSansPenal;CRouge60;CRouge75;CRouge80;CRouge85;CentreRate;Clean60;Clean60D;Ecart-5;Ecart-4;Ecart-3;Ecart-2;Ecart+2;Ecart+3;Ecart+4;GrossOccazRate;MalusDefaite;15PassOK30;15PassOK40;15PassOK50;15PassOK90;15PassOK95;15PassOK100;25PassOK30;25PassOK40;25PassOK50;25PassOK90;25PassOK95;25PassOK100;TackleLost;TirPasCadre;80BallonsTouch;90BallonsTouch;100BallonsTouch;BonusVict;CoupFrancRate
SyllaIssiagaTOU;201710;1;90;1;0;0;0;0;0;0;0;0;1;0;1;4;0;0;0;1;1;1;0;19;23;0;2;0;4;0;3;47;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
SamassaMamadouTRO;201710;1;90;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;18;0;0;0;5;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;4;2;2;1;0;1;0;2;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SorbonJeremyGUI;201710;1;90;1;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;46;56;0;2;0;8;0;3;63;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
KerbratChristopheGUI;201710;1;90;1;0;0;1;0;0;0;0;0;0;0;7;0;0;0;0;3;2;1;3;44;56;0;4;0;6;0;9;78;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;5;5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
SankhareYounousseBDX;201710;1;90;1;0;0;0;0;0;0;0;0;4;0;1;1;0;2;0;2;1;1;2;40;47;0;4;0;5;0;7;62;4;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;4;0;0;0;0;0
BlasLudovicGUI;201710;1;90;1;0;0;0;0;0;0;0;0;1;0;1;1;1;1;0;0;0;2;0;49;59;0;1;0;7;1;2;69;1;0;1;0;0;0;0;2;0;0;0;0;0;1;1;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
BriandJimmyGUI;201710;1;90;1;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;1;1;2;2;18;26;0;5;0;1;0;8;39;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
LecomteBenjaminMTP;201710;1;90;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;15;28;0;0;0;7;0;1;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
BellugouFrancoisTRO;201710;1;90;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;3;2;0;0;55;60;0;2;0;6;0;5;67;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0
JeannotBenjaminDIJ;201710;1;90;1;0;0;0;0;0;0;0;0;1;1;0;2;1;2;0;1;1;1;1;14;29;1;4;1;2;0;6;45;4;1;0;1;0;0;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Zambo_AnguissaAndreMAR;201710;1;90;1;0;0;0;0;0;0;0;0;1;0;4;1;0;1;0;2;2;3;3;20;29;0;1;0;6;0;6;44;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
SakaiHirokiMAR;201710;1;90;1;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;3;2;1;0;17;19;0;0;0;5;0;3;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
RolandoJorgeMAR;201710;1;90;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4;3;1;0;19;21;0;0;0;3;0;4;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;4;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
LemarThomasMON;201710;1;90;1;0;0;0;0;0;0;1;0;3;1;2;9;3;5;0;1;0;1;3;29;34;0;0;1;8;0;4;61;2;2;1;0;1;0;0;3;0;0;0;0;0;6;5;2;2;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;2;0;0;0;1;0
CongreDanielMTP;201710;1;90;1;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;3;1;26;30;0;0;0;4;0;1;42;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
HiltonVitorinoMTP;201710;1;90;1;0;0;0;0;0;0;0;0;1;0;4;0;0;1;2;6;2;1;1;16;19;0;6;0;9;0;13;51;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;15;15;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;4;1;0;0;0;1;0
BensebainiRamyREN;201710;1;90;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;2;3;1;13;18;0;2;0;1;0;6;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;7;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0
SkhiriEllyesMTP;201710;1;90;1;0;0;1;0;0;0;0;0;2;0;5;0;0;0;2;2;0;2;2;36;44;0;2;0;3;1;6;67;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;2;2;0;0;0;1;0
LasnePaulMTP;201710;1;90;1;0;0;1;0;0;0;0;0;0;0;1;1;0;1;0;0;0;2;4;48;53;0;2;0;9;0;6;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0
DuboisLeoNTE;201710;1;90;1;0;0;0;0;0;0;2;0;0;0;3;4;1;2;0;0;0;1;1;28;43;0;1;0;8;1;3;78;2;0;0;0;0;0;0;3;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
DjidjiKoffiNTE;201710;1;90;1;0;0;0;0;0;0;0;0;0;0;5;2;0;0;0;2;1;0;0;21;29;0;5;0;4;1;8;67;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0
DeauxLucasGUI;201710;1;90;1;0;0;0;0;0;0;0;0;1;0;0;2;0;1;0;4;3;3;2;35;45;0;0;0;14;0;6;66;2;1;0;0;0;0;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0
ToureAbdoulayeNTE;201710;1;90;1;0;0;1;0;0;1;0;0;2;2;4;2;1;1;0;1;0;1;4;28;39;1;1;0;10;3;9;68;1;0;2;0;2;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0
CardinaleYoanNIC;201710;1;90;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;26;0;0;0;6;0;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;3;2;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
MendyNampalysNIC;201710;1;90;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;77;81;0;0;0;8;0;1;88;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0
TraoreHamariREN;201710;1;90;1;0;0;0;0;0;0;0;0;1;1;2;0;0;2;1;2;0;0;2;17;23;0;2;0;3;0;6;53;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0
De_PrevilleNicolasBDX;201710;1;90;1;0;0;0;0;0;0;0;0;4;1;0;3;1;1;0;1;1;1;0;25;33;1;2;0;1;2;5;58;7;1;3;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;3;0;0;0;0;0
CostilBenoitBDX;201710;1;90;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;20;0;0;0;10;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;2;1;1;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PleaAlassaneNIC;201710;1;90;1;0;0;0;0;0;0;0;0;6;3;0;0;0;2;0;0;0;0;0;21;29;0;0;0;1;1;1;39;10;6;0;3;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0
BaalLudovicREN;201710;1;90;1;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;3;3;0;2;26;37;0;0;0;7;0;5;65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
AndreBenjaminREN;201710;1;90;1;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;3;3;4;1;28;36;0;2;0;10;1;7;61;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0
TraoreCharlesTRO;201710;1;90;1;0;0;0;0;0;0;0;0;1;0;1;5;0;1;0;2;2;1;3;36;49;0;0;0;4;0;5;80;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;5;0;0;0;0;0;0;0;0;4;4;0;0;0;1;0;0;0;0;0;0;0;5;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0
LafontAlbanTOU;201710;1;90;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14;28;0;1;0;13;0;2;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;3;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
BlinAlexisTOU;201710;1;90;1;0;0;0;0;0;0;1;0;0;0;3;1;0;1;0;7;1;1;0;44;49;0;0;1;7;0;7;67;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;6;0;0;0;0;1;0
PajotVincentETI;201710;1;90;1;0;0;0;0;0;0;0;0;6;0;0;0;0;1;2;1;1;3;2;27;34;0;5;0;3;0;7;50;6;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;6;0;0;0;0;0
CohadeRenaudMET;201710;1;90;1;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;3;1;0;2;51;64;0;3;0;5;1;9;77;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;2;1;0;0;0;0;0
Monnet-PaquetKevinETI;201710;1;90;1;0;0;0;0;0;0;0;0;0;0;0;3;1;4;0;4;2;1;1;44;52;1;0;0;8;2;7;77;2;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0
KrhinReneNTE;201710;1;90;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;1;0;1;2;35;40;0;2;0;4;0;5;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0
AreolaAlphonsePSG;201710;1;90;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;12;0;0;0;3;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
DiopIssaTOU;201710;1;90;1;0;0;0;0;0;1;0;0;1;1;2;0;0;0;0;1;1;0;1;36;40;0;1;0;4;0;3;56;2;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;9;9;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0
SilvaGabrielETI;201710;1;90;1;0;0;0;0;0;0;0;0;0;0;1;6;0;1;1;2;2;3;4;40;47;0;2;0;4;2;10;81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;1;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
JemersonMON;201710;1;90;1;0;0;1;0;0;0;0;0;3;0;1;0;0;1;1;1;1;1;0;27;32;0;4;0;2;2;7;44;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;3;0;0;0;1;0
GnagnonJorisREN;201710;1;90;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;14;19;0;0;0;6;0;2;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
KoubekTomasREN;201710;1;90;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;7;25;0;1;0;7;0;1;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;2;0;0;0;2;2;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
MeunierThomasPSG;201710;1;90;1;0;0;0;0;0;0;0;0;0;0;4;4;0;0;0;3;1;1;2;23;33;0;5;0;4;2;11;74;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;1;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0
SouquetArnaudNIC;201710;1;90;1;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;2;2;0;2;41;49;1;1;0;8;1;6;77;2;0;0;0;0;0;0;3;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
VarraultCedricDIJ;201710;1;90;1;0;0;0;0;0;1;0;0;1;1;0;0;0;1;0;1;1;0;1;30;42;0;3;0;2;0;5;50;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;5;5;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
AmalfitanoRomainDIJ;201710;1;90;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;2;1;0;1;37;41;1;1;0;10;6;10;64;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0
Lees-MelouPierreNIC;201710;1;90;1;0;0;0;0;0;1;0;0;2;1;1;14;5;4;0;3;2;0;0;40;47;2;1;0;4;2;6;79;6;1;1;1;0;1;0;2;0;1;1;0;0;8;8;2;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0
ReynetBaptisteDIJ;201710;1;90;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;38;0;0;0;6;0;0;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;1;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0
BalliuIvanMET;201710;1;90;1;0;0;0;0;0;0;0;0;0;0;0;4;0;1;0;2;2;2;3;41;45;0;1;0;3;2;8;75;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;1;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
PhilippsChrisMET;201710;1;90;1;0;0;0;0;0;0;0;0;1;1;2;0;0;1;0;5;4;2;0;26;37;0;0;0;12;0;5;51;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
RivierezJonathanMET;201710;1;90;1;0;0;0;0;0;0;0;0;2;1;4;2;0;0;0;2;2;1;2;28;37;0;3;0;8;4;11;75;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
MaouassaFaitoutREN;201710;1;90;1;0;0;0;0;0;0;1;0;3;2;2;2;1;1;0;0;0;0;1;9;12;1;1;1;4;0;1;36;1;0;3;0;2;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
Toko_EkambiKarlANG;201710;1;90;1;0;0;0;0;0;0;0;0;5;2;3;2;1;0;0;1;0;2;1;17;25;1;0;0;4;2;4;50;7;5;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;1;0;0;0;1;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0
PepeNicolasLIL;201710;1;90;1;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;1;5;14;15;0;0;0;2;2;7;37;3;2;0;1;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
PellenardTheoBDX;201710;1;90;1;0;0;0;0;0;0;0;0;0;0;0;6;1;1;1;5;3;1;0;44;59;1;0;0;13;1;6;95;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;1;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;2;0;0;1;0;0;0
JullienChristopherTOU;201710;1;90;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;2;1;2;1;41;53;0;3;0;3;0;6;65;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;8;8;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0
